Customer_ID,Age,Annual_Income,Monthly_Spending,Purchase_Frequency,Avg_Order_Value,Days_Since_Last_Purchase,Total_Items_Purchased,Returns_Count,Satisfaction_Score,Tenure_Months,Discount_Usage,Website_Visits,Email_Opens,Mobile_App_Usage,Social_Media_Engagement,Referral_Count,Loyalty_Points,Avg_Session_Length,Cart_Abandonment,Review_Count,Payment_Method
281,45,52430,2736,18,228,166,116,7,2,2,3,13,4,31,2,3,4807,2,2,12,Cash
282,42,54282,588,11,259,61,97,7,2,20,12,97,4,5,4,3,1465,31,13,3,NetBanking
283,67,78374,1447,23,350,129,138,5,2,15,12,98,21,23,2,7,3271,25,4,8,UPI
284,40,83244,593,48,352,173,404,3,4,52,17,97,4,32,5,3,402,4,8,13,Cash
285,48,26694,1767,22,69,156,384,2,2,4,1,69,3,11,12,3,4709,51,10,3,Card
286,47,71264,1737,17,30,149,350,2,1,22,15,67,8,26,9,1,2670,11,4,9,NetBanking
287,59,90060,118,5,370,122,13,5,4,50,0,61,28,37,18,9,1801,17,14,7,UPI
288,52,112416,2544,44,175,110,336,7,1,38,18,60,21,17,7,6,2650,44,6,2,Cash
289,24,72545,1100,11,89,13,419,6,3,23,8,71,26,38,17,3,176,2,10,6,Cash
290,33,54224,950,30,188,155,376,0,4,59,2,24,9,12,2,5,4544,6,13,9,NetBanking
291,43,117516,1488,15,291,100,315,5,3,26,6,63,15,39,16,2,742,9,6,2,NetBanking
292,65,112945,1454,27,87,135,405,6,2,51,9,86,41,29,7,6,2348,5,4,1,Cash
293,69,28224,1467,35,374,22,104,6,2,11,0,61,41,12,9,5,4402,20,1,14,UPI
294,66,55738,921,33,271,74,218,8,5,28,9,23,9,33,1,2,750,29,4,8,Card
295,19,40150,554,20,67,132,234,9,2,56,8,30,5,35,11,3,868,21,6,14,Cash
296,18,78731,1724,16,203,23,468,4,3,2,14,60,48,29,5,9,4062,9,6,16,UPI
297,65,64688,2872,34,339,119,357,0,2,59,14,18,4,24,1,4,3967,28,3,6,NetBanking
298,29,114929,810,2,206,70,489,1,4,8,2,96,5,1,2,8,213,55,0,19,Cash
299,22,88509,2290,35,109,84,330,3,2,29,4,56,46,35,16,5,1617,8,5,17,NetBanking
300,54,23577,1016,40,465,101,56,4,5,11,8,53,24,17,6,3,2530,31,12,14,Card
301,49,23070,2975,28,351,84,485,8,2,37,8,7,49,4,4,6,3333,20,14,17,NetBanking
302,26,23666,2752,47,158,161,190,0,3,18,6,97,3,18,0,1,1597,27,13,11,Card
303,58,72761,1596,39,376,28,115,2,3,55,11,69,39,17,7,3,511,8,2,7,NetBanking
304,52,51368,1540,6,108,136,208,4,2,50,8,92,47,31,11,4,252,54,10,1,NetBanking
305,36,21783,404,9,293,1,395,2,3,14,5,72,31,20,13,3,4133,21,4,1,Card
306,65,56914,835,20,38,165,115,3,3,54,1,79,34,9,15,3,628,28,3,4,NetBanking
307,33,85507,2438,1,490,63,289,2,5,10,8,52,9,36,9,8,3476,23,14,0,UPI
308,20,94026,2063,8,330,22,269,3,4,35,16,4,33,21,14,1,986,6,12,3,NetBanking
309,37,82526,2249,23,377,70,117,0,5,9,0,34,35,12,14,5,1725,3,1,5,Cash
310,41,85835,2109,3,393,125,28,7,1,35,18,69,5,16,9,7,2093,5,11,12,NetBanking
311,50,60765,2989,4,485,149,419,3,5,11,5,33,42,8,6,7,1701,9,14,18,UPI
312,41,34956,1061,25,173,96,468,6,2,44,4,69,45,23,2,6,304,7,6,10,Cash
313,69,102895,1126,47,409,163,305,1,4,12,1,38,15,13,1,9,4078,4,13,12,UPI
314,28,61240,2232,38,279,79,315,1,2,3,8,98,18,7,5,3,2280,39,4,7,Cash
315,66,52148,2475,15,127,5,180,5,1,53,13,26,33,36,8,6,4340,5,14,6,NetBanking
316,25,109270,2963,21,390,60,340,1,4,39,3,1,24,18,9,9,2807,11,13,12,UPI
317,53,19757,1573,35,304,120,204,5,3,14,3,4,30,27,3,5,2886,15,6,0,NetBanking
318,55,34097,2601,46,78,46,21,1,5,56,14,39,48,29,2,5,3454,34,8,5,Cash
319,57,25395,2047,14,144,178,204,3,2,28,7,54,40,6,8,1,1024,13,3,6,UPI
320,37,31241,2776,36,373,176,499,6,1,11,3,90,16,25,16,7,4312,54,4,15,Card
321,52,118892,1277,12,292,134,292,7,3,39,15,33,46,39,13,7,2975,48,8,14,UPI
322,65,42696,764,17,126,56,378,2,5,25,3,33,29,10,9,6,506,7,12,19,NetBanking
323,42,85480,111,39,318,110,191,8,3,21,15,72,38,13,12,8,4856,40,9,1,Card
324,52,61163,1256,9,264,157,459,1,5,10,11,20,30,20,11,7,2951,6,10,15,Card
325,42,34816,403,35,355,104,314,7,4,43,15,16,18,7,0,8,1053,56,13,16,Cash
326,46,64840,1863,13,469,77,153,7,3,15,18,21,34,2,18,8,2674,39,12,14,Card
327,35,117547,2930,15,437,146,395,3,3,19,7,45,28,27,18,5,2567,50,3,2,Card
328,63,67853,142,18,266,2,325,0,3,48,5,90,0,28,5,1,1904,30,4,3,Cash
329,35,39917,1043,33,27,8,191,0,4,22,9,87,3,22,12,6,4370,22,12,11,UPI
330,19,111731,2490,6,160,75,39,1,1,21,4,82,27,17,18,2,4587,25,4,4,NetBanking
331,52,36566,1449,27,381,125,93,8,5,52,17,62,17,34,12,6,4922,28,7,16,UPI
332,33,90452,2645,23,27,38,175,1,3,44,9,31,25,12,3,8,2894,54,14,5,Card
333,58,77823,2511,27,497,176,293,1,4,32,9,42,39,11,1,9,1100,20,12,9,NetBanking
334,53,35806,990,34,371,27,290,5,1,50,6,12,18,4,14,9,3661,39,14,17,UPI
335,50,90520,2574,46,113,20,105,6,5,23,17,65,5,38,11,1,1636,3,3,9,NetBanking
336,21,16759,1104,38,340,140,390,6,4,13,0,73,0,10,6,5,1455,5,3,5,Card
337,50,56949,120,14,446,43,275,8,5,5,6,3,7,10,19,5,3613,1,12,5,UPI
338,31,107374,506,36,58,31,453,5,3,4,0,90,32,30,17,8,38,15,6,19,NetBanking
339,38,17482,2766,8,100,91,307,7,1,28,14,9,42,30,12,8,3084,26,10,14,NetBanking
340,65,39442,1114,35,206,61,305,5,4,14,3,51,20,12,16,4,4239,3,4,3,UPI
341,37,48719,435,19,103,109,234,1,1,8,19,16,23,13,3,4,2731,40,5,15,UPI
342,25,73066,1938,30,107,91,342,0,3,9,9,88,24,24,13,8,2415,57,5,7,Card
343,24,108501,1247,14,261,163,370,4,1,57,8,78,46,32,19,7,758,41,11,6,Cash
344,20,17079,2546,20,361,95,383,8,1,51,1,3,42,32,12,6,4342,47,5,18,NetBanking
345,34,17717,2940,49,112,143,51,7,2,35,13,98,18,14,2,7,3116,42,13,16,UPI
346,50,74676,1927,25,105,144,312,3,1,37,15,97,28,15,17,5,764,34,9,12,UPI
347,65,42952,814,40,63,13,430,4,5,21,0,24,9,37,13,2,2422,52,4,14,UPI
348,29,101444,150,24,156,113,255,4,4,58,1,73,11,5,14,6,1314,5,12,1,NetBanking
349,68,57460,423,14,440,35,217,5,2,18,6,13,32,24,2,7,4302,31,12,9,Card
350,39,105397,888,26,93,149,246,2,4,33,9,2,6,14,0,7,3995,51,4,12,Cash
351,39,87847,240,38,55,158,31,4,4,8,19,71,16,3,16,0,4029,13,8,17,NetBanking
352,63,108607,569,23,120,48,194,1,3,51,0,21,9,3,2,6,3693,43,12,10,Card
353,47,104106,886,22,495,35,477,9,3,49,12,19,30,29,13,2,3185,1,7,12,NetBanking
354,55,33449,1925,48,175,86,251,0,2,17,0,89,5,33,2,1,2866,22,14,18,NetBanking
355,55,48536,1457,19,445,166,372,0,3,43,4,47,16,26,12,1,1317,15,3,4,UPI
356,62,79077,2016,46,274,159,292,9,3,31,15,22,49,30,14,7,700,26,6,2,Card
357,68,53258,1063,3,190,152,50,6,3,34,14,75,36,31,17,8,4383,18,7,18,UPI
358,25,63302,472,42,488,114,345,1,4,6,16,33,17,38,13,2,2201,48,11,12,UPI
359,44,43865,2641,19,235,177,171,3,2,22,15,32,25,8,2,2,1593,9,8,4,Card
360,44,21645,1792,9,189,100,169,4,4,14,12,64,48,7,18,5,3987,1,4,11,UPI
361,51,53000,2898,28,271,160,483,6,5,3,10,85,15,13,7,9,4945,43,2,13,UPI
362,38,41737,1279,20,379,99,98,1,4,12,16,39,7,32,3,0,4145,9,14,5,Cash
363,47,26485,2438,45,341,3,331,5,5,36,16,84,23,22,3,5,1230,23,12,8,Card
364,50,53565,1771,7,74,85,21,0,1,12,1,72,12,20,18,2,2612,43,3,16,Card
365,45,40522,205,14,475,125,433,6,1,45,12,42,28,11,10,3,3137,45,14,7,UPI
366,64,80155,1543,9,451,138,82,8,5,2,13,9,31,1,0,8,1908,58,9,12,UPI
367,50,70168,2817,19,110,83,85,4,5,2,10,25,23,12,7,2,1790,2,5,4,Card
368,22,67487,1781,47,297,25,355,4,4,15,9,89,15,3,14,0,2928,14,9,16,Card
369,65,27342,101,14,120,68,210,3,5,23,2,97,10,19,0,2,1088,38,10,2,NetBanking
370,36,55806,2736,38,174,61,19,2,2,29,16,2,31,13,6,6,2381,40,4,5,Card
371,21,63770,2791,36,396,29,361,8,1,17,14,19,5,29,19,6,4127,18,8,13,NetBanking
372,52,93623,2237,40,368,127,235,4,1,32,8,20,34,28,19,4,4963,16,12,14,UPI
373,66,118177,449,17,470,19,185,7,5,7,9,93,32,7,10,0,2945,53,10,13,Cash
374,34,114785,1386,30,383,171,285,8,3,30,7,70,17,11,13,7,3569,29,10,10,Cash
375,61,90629,1162,9,160,74,48,4,3,28,12,17,36,37,15,9,1165,44,13,10,NetBanking
376,45,67603,2306,33,192,61,69,9,5,14,17,89,12,25,13,7,600,11,2,8,UPI
377,47,96974,2459,25,29,171,75,8,2,44,4,68,9,1,11,9,2025,6,1,5,UPI
378,46,41399,544,14,247,153,330,1,3,30,5,94,36,39,16,9,1584,3,5,14,UPI
379,63,100382,2445,11,284,20,444,8,5,17,16,84,25,13,13,9,987,14,12,11,Card
380,23,96244,1051,35,457,48,133,3,2,32,10,3,45,5,9,1,1965,2,6,5,UPI
381,52,91534,135,41,267,87,173,5,2,46,19,87,16,39,13,9,1439,32,4,0,Card
382,58,70106,1207,14,266,152,417,5,4,6,15,51,0,30,17,2,4615,31,0,15,NetBanking
383,54,45678,1575,30,174,139,420,5,2,51,8,82,24,16,8,3,868,11,2,19,Cash
384,41,91218,1898,41,53,110,395,1,3,24,1,26,33,24,16,0,2063,22,2,14,NetBanking
385,46,78230,1945,4,148,28,168,6,3,6,4,56,38,31,5,3,1129,3,11,1,UPI
386,66,89055,1508,4,179,59,66,5,5,27,0,64,9,11,7,4,4378,50,13,16,UPI
387,63,71373,1295,28,108,133,87,0,5,18,3,8,19,12,12,2,4456,31,3,2,NetBanking
388,48,46480,1499,8,112,51,203,1,2,24,3,81,6,18,17,9,3729,33,13,2,Card
389,52,100230,1808,2,346,149,294,6,1,37,2,95,15,24,4,1,1934,24,9,4,Card
390,50,83836,1485,41,260,12,24,0,4,56,8,37,36,30,5,5,1076,1,5,16,Card
391,69,87258,2706,46,342,50,21,0,1,24,11,97,28,36,18,7,1639,44,4,16,Cash
392,38,54986,2288,22,487,132,110,0,2,38,9,27,11,24,3,6,1392,15,0,19,Cash
393,49,39160,1400,41,423,113,165,7,2,34,1,45,16,15,6,0,30,37,14,5,UPI
394,40,100595,2873,16,136,170,349,3,1,40,10,4,47,37,3,3,703,27,5,0,NetBanking
395,50,116358,1343,29,113,166,134,3,4,47,9,86,19,22,10,2,868,38,13,6,NetBanking
396,20,94111,620,49,182,153,368,1,1,15,5,90,25,13,11,5,232,48,13,14,UPI
397,35,79929,1906,48,118,14,289,0,5,11,17,96,47,5,13,8,950,27,8,6,Card
398,42,88506,109,30,132,32,414,9,3,22,1,88,18,24,12,8,58,44,10,18,Cash
399,59,49911,1083,12,378,139,403,8,5,54,1,99,46,22,9,6,2818,12,0,19,NetBanking
400,48,102127,2525,35,110,146,119,6,3,24,9,37,11,11,17,8,3600,3,7,10,UPI
401,20,46821,1756,11,365,155,343,3,2,1,15,96,20,12,15,7,3149,30,7,13,Card
402,57,90039,1760,46,225,55,366,5,4,18,11,71,41,35,4,4,301,32,2,12,Card
403,63,75535,2829,21,36,120,155,1,1,44,0,33,33,38,7,8,2850,23,14,19,Cash
404,41,99458,2731,21,293,75,225,6,4,12,7,31,6,33,13,6,2944,2,12,8,Cash
405,67,27175,2299,5,192,21,407,1,1,57,15,55,44,5,4,4,1923,7,8,8,UPI
406,49,69771,819,48,135,172,171,9,5,43,17,12,34,37,7,7,316,34,10,15,UPI
407,64,101925,1172,20,368,133,137,7,5,28,12,11,14,39,5,6,1888,32,12,11,Card
408,39,81358,958,37,487,87,323,7,1,40,14,88,0,7,15,8,2715,53,12,9,Card
409,40,32327,1416,3,200,169,341,0,4,7,11,72,25,7,3,9,4785,39,10,5,NetBanking
410,19,62057,1703,44,110,59,159,7,1,23,7,32,34,39,11,0,1881,32,7,17,Card
411,44,21150,149,33,101,89,463,1,2,21,9,57,24,32,10,8,3898,43,2,1,UPI
412,59,19425,2811,9,343,150,45,5,5,34,13,38,41,33,2,6,4113,43,9,19,Cash
413,19,31032,2678,9,468,83,182,0,2,11,4,60,14,14,11,0,1178,14,4,8,UPI
414,43,17198,245,4,133,65,429,4,5,22,17,86,21,35,4,0,3855,3,2,18,NetBanking
415,34,75500,1014,35,276,64,31,6,5,42,18,98,5,34,5,4,4873,46,4,5,NetBanking
416,57,68394,1562,17,77,71,215,9,3,35,14,19,14,21,18,7,4455,32,8,1,Cash
417,50,35079,2389,34,173,4,136,0,2,52,5,84,23,22,17,8,331,43,14,14,UPI
418,26,51220,680,24,384,143,345,1,2,29,10,56,20,39,15,5,527,36,11,16,NetBanking
419,60,56874,2834,32,423,104,454,6,3,42,10,14,6,21,10,9,2059,17,3,15,UPI
420,65,28859,1684,1,135,150,365,5,4,28,19,33,28,4,4,7,1098,48,5,7,NetBanking
421,56,65460,582,8,362,175,449,2,2,59,19,10,31,30,8,5,211,3,2,9,Cash
422,46,46419,1349,45,285,93,226,9,1,18,17,80,31,12,2,5,1714,57,2,9,NetBanking
423,59,23705,772,23,334,174,105,1,3,14,17,64,4,27,7,3,2688,10,4,17,UPI
424,43,57880,730,47,222,142,426,9,2,18,9,64,3,19,5,4,2330,53,7,9,UPI
425,52,38236,2808,40,60,178,438,3,4,28,1,62,21,32,3,1,3266,47,13,8,NetBanking
426,67,102955,761,12,124,148,173,2,2,24,8,68,17,15,11,2,1032,40,7,18,Card
427,42,100514,2952,12,408,178,157,6,5,8,13,91,34,28,11,2,1332,18,2,0,Cash
428,41,118145,2566,46,397,112,27,7,1,42,18,92,16,22,15,4,1840,3,7,3,Cash
429,30,30358,1087,47,212,161,303,1,3,54,9,43,49,23,9,4,4686,39,12,2,NetBanking
430,24,114713,1646,15,420,119,204,9,5,45,3,80,49,33,13,5,2138,10,10,9,NetBanking
431,53,109914,749,41,297,59,160,6,4,53,5,59,23,6,12,4,4551,52,12,11,Card
432,62,117870,1068,19,373,43,489,7,5,8,13,52,1,37,8,5,4091,9,7,17,Cash
433,37,91918,2737,26,256,12,374,5,5,4,3,97,12,36,6,7,443,46,2,19,Card
434,18,29596,1200,29,444,40,132,5,4,27,14,19,14,3,11,1,4174,55,9,5,Cash
435,25,48572,2656,22,240,118,409,9,5,36,15,21,4,33,4,3,1498,46,14,1,NetBanking
436,63,93757,540,40,87,20,196,0,3,5,6,22,2,21,17,5,926,11,12,9,Cash
437,33,16279,1020,21,216,166,462,3,2,33,16,9,36,4,3,4,622,33,14,1,Cash
438,31,78197,869,38,275,131,461,0,5,49,18,9,36,22,1,0,1479,36,9,8,Cash
439,29,77516,1443,20,158,156,158,3,3,34,18,73,36,14,2,8,3037,26,1,9,Card
440,68,22083,1926,29,331,90,113,1,2,30,16,27,2,30,11,2,3385,27,9,1,Card
441,40,32771,362,4,454,94,252,4,2,8,5,17,34,8,2,1,3318,38,1,7,Cash
442,32,44975,1677,7,168,13,471,9,5,39,10,44,22,24,3,8,233,22,8,16,UPI
443,45,60648,2784,28,118,66,240,8,3,47,15,45,27,24,5,6,1617,26,6,16,Card
444,51,63285,2606,28,95,37,488,9,5,26,7,8,29,20,11,4,2691,22,5,3,NetBanking
445,19,34063,1098,4,301,177,215,2,4,57,10,80,17,8,18,5,2030,5,6,17,NetBanking
446,49,82642,799,22,390,66,207,7,2,37,6,18,35,37,9,3,386,35,7,11,Cash
447,40,105093,2449,12,422,36,405,2,5,34,18,33,32,21,0,0,1634,2,11,16,NetBanking
448,39,101143,1703,45,128,26,409,5,2,7,9,1,25,22,16,3,4133,35,0,8,Card
449,68,52599,1341,3,207,75,346,3,3,40,8,76,47,3,15,8,1184,9,7,18,UPI
450,42,66920,1225,22,218,108,96,7,1,28,3,6,39,28,8,0,1967,51,2,13,UPI
451,39,43529,2701,44,322,168,151,5,5,39,14,41,16,14,8,9,240,51,2,13,UPI
452,39,50954,2435,2,346,43,326,7,5,39,12,55,39,0,8,2,561,49,5,16,NetBanking
453,66,42856,1290,24,173,150,208,0,2,28,1,5,6,29,11,4,1999,18,3,1,Cash
454,69,17573,2768,34,59,148,55,5,3,14,1,59,7,28,8,6,4901,43,3,7,NetBanking
455,59,93344,1105,27,152,8,297,0,4,53,15,80,30,19,14,8,1929,12,3,4,Cash
456,23,50367,135,41,424,29,24,0,3,50,8,18,11,32,1,5,4900,3,9,6,UPI
457,32,117337,843,1,481,40,53,7,5,38,12,49,47,35,10,2,2779,18,8,15,Card
458,60,114608,1864,8,151,158,410,6,4,4,2,82,30,21,10,6,1675,56,7,15,NetBanking
459,54,75774,452,23,298,128,178,2,3,42,8,65,43,12,7,3,2515,38,2,16,Card
460,50,38752,2022,38,381,84,319,5,1,18,12,83,18,6,5,2,1677,7,0,6,UPI
461,25,70029,172,6,103,116,53,8,2,44,1,54,9,7,19,6,4141,33,0,19,Cash
462,61,32685,2795,22,418,144,107,6,3,48,7,61,38,27,6,6,3746,6,0,7,Card
463,61,66693,1476,25,261,174,270,2,3,25,8,8,11,8,2,3,3356,18,3,7,NetBanking
464,22,70961,2014,18,135,62,118,5,1,7,15,3,19,24,7,6,1651,45,13,10,Card
465,56,91908,1193,17,128,7,292,3,5,38,1,25,36,15,17,1,4177,22,5,14,Card
466,21,89532,2572,12,240,45,381,2,2,28,5,69,47,9,16,0,3841,51,3,17,NetBanking
467,23,96994,807,6,411,176,352,8,3,5,7,55,40,10,10,1,2441,39,10,5,Cash
468,62,71133,1904,26,60,155,113,9,4,3,4,40,6,30,1,3,4885,51,10,11,NetBanking
469,49,112425,2708,27,387,88,265,1,3,44,8,83,13,11,18,7,594,9,2,14,UPI
470,69,76268,2975,8,166,73,388,0,2,31,0,82,10,30,6,2,2612,35,7,5,Cash
471,47,107201,1055,19,131,163,215,1,3,47,8,50,6,13,17,9,4096,23,13,17,Card
472,64,53243,2664,42,122,179,344,6,1,42,9,95,28,31,7,5,1496,12,7,19,NetBanking
473,52,72384,2575,1,65,37,52,9,3,58,3,33,9,16,13,5,3555,52,5,8,UPI
474,57,46653,259,29,431,119,362,0,3,20,2,18,28,34,6,8,4861,24,8,7,NetBanking
475,69,41657,2296,45,494,57,254,5,4,19,9,57,8,0,3,8,4766,50,11,13,Cash
476,33,54952,2923,49,343,8,296,6,1,48,14,16,35,28,16,3,3358,40,9,18,UPI
477,30,37180,1835,35,397,95,364,8,1,11,10,80,47,3,4,8,1601,9,0,18,Card
478,67,112432,1685,40,290,117,282,7,3,40,13,38,9,22,11,5,914,13,12,7,Cash
479,59,93411,166,14,440,110,485,5,4,3,5,41,18,27,8,1,1844,40,7,1,UPI
480,47,16622,2528,35,404,20,92,2,3,23,11,7,30,15,19,9,1995,54,5,3,Cash
481,36,63756,157,48,214,124,119,7,3,7,12,78,16,11,12,5,94,42,0,5,Card
482,34,55809,441,45,386,53,447,6,2,23,16,53,8,20,17,1,492,17,3,2,UPI
483,36,31725,1253,20,299,119,199,2,2,7,15,63,44,16,19,7,3069,7,4,2,NetBanking
484,45,76396,2874,49,302,12,480,8,4,46,2,89,32,39,8,3,149,17,6,18,NetBanking
485,43,66226,1295,13,59,177,297,1,5,34,1,32,33,12,3,4,1046,55,7,10,Card
486,54,96182,2917,38,466,17,433,2,2,42,10,38,44,31,7,7,2803,50,8,9,UPI
487,43,97565,2761,49,208,64,406,1,5,19,8,22,23,36,0,7,398,24,11,11,Card
488,40,44402,1332,46,183,42,260,0,1,58,2,16,8,14,16,5,4950,2,11,13,Card
489,26,19263,2501,49,496,94,221,3,2,9,17,52,6,11,8,3,4476,35,5,17,Cash
490,29,111523,1594,8,43,157,300,4,2,48,19,29,15,14,19,0,551,28,9,8,NetBanking
491,18,61828,1921,43,43,147,142,5,4,51,14,16,18,33,12,6,294,19,8,14,Card
492,18,62924,215,20,23,11,210,4,5,18,13,76,38,5,1,7,1143,33,3,2,Cash
493,64,89182,761,33,342,98,294,0,2,41,1,17,5,16,12,8,455,21,7,10,Card
494,51,108065,1565,26,309,178,335,2,2,48,16,64,49,19,8,1,1553,53,2,9,Card
495,49,74052,2600,39,460,71,418,0,4,45,7,91,10,8,19,0,168,10,3,17,Card
496,65,26664,1968,21,452,108,104,4,4,42,9,89,11,4,5,3,4805,53,9,3,NetBanking
497,42,50737,2434,49,490,58,287,4,5,25,17,13,41,22,0,4,1946,46,3,12,UPI
498,57,116332,1116,42,200,34,459,5,1,52,18,72,12,32,4,9,253,45,5,5,NetBanking
499,62,104563,410,43,267,20,438,7,1,14,7,56,11,37,2,0,2376,9,14,12,Cash
500,18,44373,307,41,135,50,334,9,3,44,7,5,20,13,3,4,1320,38,8,19,UPI
501,33,51397,2765,9,298,102,228,0,2,25,2,12,9,16,0,5,2883,6,5,4,Cash
502,56,101145,2593,24,384,138,98,3,5,19,2,41,19,18,13,2,3607,51,0,19,Card
503,22,116371,2817,37,88,160,81,9,2,39,11,3,49,32,8,6,2125,53,4,13,UPI
504,39,53709,732,49,370,52,256,0,5,55,16,99,35,0,3,5,3496,42,8,12,Cash
505,46,76120,2202,41,273,15,138,8,5,15,3,33,27,12,17,3,2240,55,4,13,Card
506,20,34250,756,17,200,84,221,6,5,16,16,86,23,26,13,2,400,35,5,7,Cash
507,29,36172,1523,24,337,131,437,6,2,27,13,50,4,5,3,4,2156,18,2,15,Cash
508,43,26555,2031,21,188,37,352,4,4,40,18,56,36,5,9,2,2376,53,7,12,NetBanking
509,33,102410,2662,39,332,126,105,6,2,10,8,9,11,32,2,9,362,19,9,14,Card
510,68,93617,1779,41,268,40,84,1,5,4,11,82,34,29,6,8,3938,5,10,18,NetBanking
511,54,68276,336,39,207,72,432,3,3,51,4,50,39,34,9,8,3851,25,12,0,UPI
512,39,72492,447,13,73,40,63,6,1,19,10,29,1,22,12,5,3412,11,3,1,Card
513,46,68002,2774,11,345,56,353,2,5,28,19,39,49,9,3,5,2306,10,3,17,NetBanking
514,31,104599,729,46,376,151,468,1,3,21,2,91,40,18,17,3,84,17,10,18,NetBanking
515,45,87355,1640,19,332,104,422,9,4,59,14,45,44,27,10,3,1824,36,11,7,UPI
516,22,106248,2103,11,157,139,63,1,5,47,13,17,38,22,3,1,3885,26,4,2,Cash
517,64,39762,1371,13,187,110,227,0,3,14,10,56,41,3,13,9,307,31,13,13,Cash
518,66,26046,463,46,410,136,25,4,5,33,19,98,8,19,17,3,4357,32,9,8,Cash
519,47,111999,2468,45,122,93,108,5,2,48,7,46,21,18,7,7,1921,21,14,7,UPI
520,63,43769,385,1,441,94,29,5,3,10,3,67,46,26,9,9,630,18,8,16,NetBanking
521,69,68302,248,40,104,56,55,8,2,19,11,69,4,33,4,1,4775,18,12,15,Card
522,22,38150,1207,44,336,60,460,3,2,30,7,14,11,3,6,8,4960,1,7,9,UPI
523,29,83247,2553,19,231,138,202,0,3,22,5,67,0,37,11,0,2371,14,6,9,Cash
524,33,19853,555,12,22,39,392,5,1,3,14,23,43,6,2,1,3300,8,4,5,Cash
525,43,109613,1866,8,403,28,67,4,3,37,11,94,21,6,3,1,3667,2,8,16,Card
526,43,104399,899,8,198,49,446,9,1,41,15,61,37,25,9,5,726,51,8,15,UPI
527,65,36792,1284,45,361,164,120,5,5,18,15,23,18,25,3,6,1648,15,9,14,Cash
528,38,74129,1112,12,322,125,138,2,5,11,19,27,15,18,14,2,4312,34,9,13,UPI
529,56,89478,2931,48,471,13,346,1,3,48,19,54,30,8,9,8,1269,36,1,3,NetBanking
530,53,82298,2607,33,495,36,203,5,5,2,3,10,2,19,15,4,4543,1,3,3,UPI
531,50,46987,1623,45,351,101,422,0,4,12,10,89,22,15,14,4,318,51,7,1,NetBanking
532,47,30850,2885,26,57,26,349,6,2,54,12,77,41,16,18,3,3475,21,12,10,Card
533,54,27112,2656,39,439,86,335,6,2,6,8,16,17,21,19,8,2778,42,13,3,NetBanking
534,40,39058,580,28,258,4,17,9,1,43,3,41,25,12,18,7,3058,1,0,15,NetBanking
535,27,60420,1786,5,188,82,38,6,5,59,11,98,12,11,17,3,4134,32,12,3,Card
536,22,53890,2261,8,472,166,121,9,1,40,8,55,17,9,11,3,1602,20,14,0,Cash
537,53,81017,2896,25,416,127,444,0,2,44,12,61,2,0,15,1,2256,54,4,18,Card
538,51,62304,1701,27,362,88,170,3,2,29,15,86,22,31,0,8,829,47,7,1,UPI
539,69,47921,2508,46,333,127,140,6,5,59,5,81,2,29,15,2,855,36,1,8,Card
540,48,16524,440,23,325,120,197,8,4,30,9,87,24,7,1,3,2648,39,1,12,UPI
541,27,115424,2917,30,49,22,172,4,4,2,12,49,26,20,14,6,1858,30,12,17,Cash
542,36,30048,2110,45,209,130,206,1,5,9,6,73,43,21,6,9,1102,7,7,15,UPI
543,49,50111,2908,47,376,31,484,6,5,47,18,52,26,17,0,7,2481,22,9,15,Card
544,18,52904,2596,23,44,119,373,9,1,2,18,2,38,1,4,7,1820,57,11,9,Card
545,22,69912,1966,49,131,11,213,0,5,29,16,96,24,8,9,3,4937,50,8,8,Cash
546,62,49008,934,47,430,46,221,6,4,33,12,50,23,2,3,6,2079,45,6,10,Card
547,21,15060,1303,20,454,96,118,5,5,10,12,86,7,25,13,9,3158,10,7,3,Cash
548,33,89666,1825,18,225,10,285,6,1,34,1,43,8,20,12,0,2440,56,4,9,Cash
549,41,98559,1789,18,204,168,82,9,1,44,9,77,45,29,0,5,3684,8,0,2,Card
550,33,70337,410,2,401,128,176,2,1,55,12,8,36,27,15,5,1255,27,3,5,NetBanking
551,19,28350,361,4,398,152,269,2,1,8,8,59,29,35,8,5,2957,10,14,2,UPI
552,66,39354,1542,30,66,99,252,6,3,37,0,65,18,25,15,1,3651,14,1,8,NetBanking
553,45,60186,505,33,393,172,284,1,5,54,13,81,15,33,18,7,2239,46,2,2,Cash
554,49,43145,2290,36,247,112,111,0,2,33,15,12,23,7,14,4,1939,59,11,17,UPI
555,44,49020,441,18,58,60,484,8,5,47,19,4,43,9,13,4,269,52,2,7,NetBanking
556,37,101123,1439,37,35,87,182,8,3,6,14,77,20,13,19,1,4830,54,8,7,Card
557,41,90186,343,19,41,145,180,6,1,44,0,95,35,39,9,3,4064,11,12,14,NetBanking
558,29,100469,589,47,232,65,150,6,3,40,16,41,39,14,11,8,4979,6,14,12,UPI
559,67,35581,111,28,329,57,406,2,4,45,12,7,38,16,0,8,3775,21,9,6,UPI
560,52,103929,660,40,168,106,197,9,4,19,14,87,46,17,16,5,1112,33,14,18,UPI
561,50,38051,141,20,475,9,450,1,5,32,15,88,5,31,8,8,648,19,3,7,UPI
562,50,66474,2825,49,260,22,95,6,5,27,15,69,4,37,18,3,1179,39,1,9,NetBanking
563,68,106748,693,33,291,141,485,8,2,1,1,69,13,22,17,0,2142,24,2,16,Card
